date,CORE_PRICE_ONLY,ASYM_BETA_PRICE_ONLY,CORE_STRICT_ROUTER_FUNDING,ASYM_BETA_STRICT_ROUTER_FUNDING,ASYM_BETA_ALL_PERP_STRESS
2023-01-20,0.06578635729361498,0.06578635729361498,,,
2023-01-21,-0.008762958335767465,-0.008762958335767465,,,
2023-01-22,-0.0014579604054975723,-0.0014579604054975723,,,
2023-01-23,0.004239143015838747,0.004239143015838747,,,
2023-01-24,-0.02780658244033884,-0.02780658244033884,,,
2023-01-25,0.018412741587818908,0.018412741587818908,,,
2023-01-26,-0.002224107082995075,-0.002224107082995075,,,
2023-01-27,0.0028036063127043144,0.0028036063127043144,,,
2023-01-28,-0.002234534214658288,-0.002234534214658288,,,
2023-01-29,0.03126058741945773,0.03126058741945773,,,
2023-01-30,-0.03858724722972247,-0.03858724722972247,,,
2023-01-31,0.013098135251371637,0.013098135251371637,,,
2023-02-01,0.026271419876782214,0.026271419876782214,,,
2023-02-02,-0.010269392473241329,-0.010269392473241329,,,
2023-02-03,0.011732488504512903,0.011732488504512903,,,
2023-02-04,-0.003161302566569747,-0.003161302566569747,,,
2023-02-05,-0.016287462453593894,-0.016287462453593894,,,
2023-02-06,-0.00872395577010701,-0.00872395577010701,,,
2023-02-07,0.026686729663860285,0.026686729663860285,,,
2023-02-08,-0.012673957696014846,-0.012673957696014846,,,
2023-02-09,-0.05870913380326741,-0.05870913380326741,,,
2023-02-10,-0.010116653606274352,-0.010116653606274352,,,
2023-02-11,0.013321611248272957,0.013321611248272957,,,
2023-02-12,-0.00374003788717031,-0.00374003788717031,,,
2023-02-13,-0.016366178265273656,-0.016366178265273656,,,
2023-02-14,0.021020338495139203,0.021020338495139203,,,
2023-02-15,0.08252877967852837,0.08252877967852837,,,
2023-02-16,-0.030997713022218674,-0.030997713022218674,,,
2023-02-17,0.039226271306570394,0.039226271306570394,,,
2023-02-18,0.0005971361690216031,0.0005971361690216031,,,
2023-02-19,-0.010819909357503085,-0.010819909357503085,,,
2023-02-20,0.018752145393292362,0.018752145393292362,,,
2023-02-21,-0.016200701612739753,-0.016200701612739753,,,
2023-02-22,-0.011039923655494823,-0.011039923655494823,,,
2023-02-23,-0.010007769419011775,-0.010007769419011775,,,
2023-02-24,-0.03153315105910533,-0.03153315105910533,,,
2023-02-25,-0.0012171509551390655,-0.0012171509551390655,,,
2023-02-26,0.017177474091391667,0.017177474091391667,,,
2023-02-27,-0.0026644192283131196,-0.0026644192283131196,,,
2023-02-28,-0.014920765820617526,-0.014920765820617526,,,
2023-03-01,0.021061663629086815,0.021061663629086815,,,
2023-03-02,-0.006925819772943387,-0.006925819772943387,,,
2023-03-03,-0.04796426660444278,-0.04796426660444278,,,
2023-03-04,-0.000847583447733571,-0.000847583447733571,,,
2023-03-05,0.0037441984913478194,0.0037441984913478194,,,
2023-03-06,-0.0009023531835312497,-0.0009023531835312497,,,
2023-03-07,-0.009461846674949342,-0.009461846674949342,,,
2023-03-08,-0.022187622772645663,-0.022187622772645663,,,
2023-03-09,-0.06245911861470113,-0.06245911861470113,,,
2023-03-10,-0.008978999311384355,-0.008978999311384355,,,
2023-03-11,0.02352828109907097,0.02352828109907097,,,
2023-03-12,0.07448380567025145,0.07448380567025145,,,
2023-03-13,0.07756783258767352,0.07756783258767352,,,
2023-03-14,0.022596210086637054,0.022596210086637054,,,
2023-03-15,-0.01559560623434894,-0.01559560623434894,,,
2023-03-16,0.029363830342675295,0.029363830342675295,,,
2023-03-17,0.09585867790346797,0.09585867790346797,,,
2023-03-18,-0.017800244057974188,-0.017800244057974188,,,
2023-03-19,0.039594179910494916,0.039594179910494916,,,
2023-03-20,-0.00914671966087012,-0.00914671966087012,,,
2023-03-21,0.014015220256439842,0.014015220256439842,,,
2023-03-22,-0.030403334297554097,-0.030403334297554097,,,
2023-03-23,0.038326709104294275,0.038326709104294275,,,
2023-03-24,-0.02972001465961709,-0.02972001465961709,,,
2023-03-25,0.00030887502108019034,0.00030887502108019034,,,
2023-03-26,0.018392051837108802,0.018392051837108802,,,
2023-03-27,-0.03014654221513045,-0.03014654221513045,,,
2023-03-28,0.005019740157662542,0.005019740157662542,,,
2023-03-29,0.03989315166278653,0.03989315166278653,,,
2023-03-30,-0.011290504645730374,-0.011290504645730374,,,
2023-03-31,0.015585191231931778,0.015585191231931778,,,
2023-04-01,-0.0004436971814162831,-0.0004436971814162831,,,
2023-04-02,-0.009871109028903776,-0.009871109028903776,,,
2023-04-03,-0.01320004671326201,-0.01320004671326201,,,
2023-04-04,0.013146402877696075,0.013146402877696075,,,
2023-04-05,0.0001611902801550203,0.0001611902801550203,,,
2023-04-06,-0.004834574073632938,-0.004834574073632938,,,
2023-04-07,-0.004547721288072026,-0.004547721288072026,,,
2023-04-08,0.001148484949471896,0.001148484949471896,,,
2023-04-09,0.013793927922805213,0.013793927922805213,,,
2023-04-10,0.046377317135853885,0.046377317135853885,,,
2023-04-11,0.01899900598366503,0.01899900598366503,,,
2023-04-12,-0.010342571394700913,-0.010342571394700913,,,
2023-04-13,0.016252973176251614,0.016252973176251614,,,
2023-04-14,0.003064808400913057,0.003064808400913057,,,
2023-04-15,-0.005640213831849058,-0.005640213831849058,,,
2023-04-16,0.00031556268689087895,0.00031556268689087895,,,
2023-04-17,-0.02546848986966414,-0.02546848986966414,,,
2023-04-18,0.02324728904936435,0.02324728904936435,,,
2023-04-19,-0.052603669485296434,-0.052603669485296434,,,
2023-04-20,-0.019218949130294316,-0.019218949130294316,,,
2023-04-21,-0.03472674388756414,-0.03472674388756414,,,
2023-04-22,0.020321067064179577,0.020321067064179577,,,
2023-04-23,-0.0081335593354388,-0.0081335593354388,,,
2023-04-24,-0.002887577653258644,-0.002887577653258644,,,
2023-04-25,0.02871077059190652,0.02871077059190652,,,
2023-04-26,0.004045823455811615,0.004045823455811615,,,
2023-04-27,0.03721517535101704,0.03721517535101704,,,
2023-04-28,-0.005465044513970008,-0.005465044513970008,,,
2023-04-29,-0.002771930662499922,-0.002771930662499922,,,
2023-04-30,9.442208382015593e-05,9.442208382015593e-05,,,
2023-05-01,-0.039850225137779915,-0.039850225137779915,,,
2023-05-02,0.02143346256590184,0.02143346256590184,,,
2023-05-03,0.012427685381093623,0.012427685381093623,,,
2023-05-04,-0.006476915995777599,-0.006476915995777599,,,
2023-05-05,0.023144680520532646,0.023144680520532646,,,
2023-05-06,-0.02228084760830229,-0.02228084760830229,,,
2023-05-07,-0.01449310528906489,-0.01449310528906489,,,
2023-05-08,-0.02677830890499855,-0.02677830890499855,,,
2023-05-09,-0.0014644659199046783,-0.0014644659199046783,,,
2023-05-10,-0.0010684708090662465,-0.0010684708090662465,,,
2023-05-11,-0.02283183115177323,-0.02283183115177323,,,
2023-05-12,-0.0064374817843849685,-0.0064374817843849685,,,
2023-05-13,-0.0007363311303112408,-0.0007363311303112408,,,
2023-05-14,0.005316097534741049,0.005316097534741049,,,
2023-05-15,0.009084012628159499,0.009084012628159499,,,
2023-05-16,-0.0047234864410535815,-0.0047234864410535815,,,
2023-05-17,0.013752023389943968,0.013752023389943968,,,
2023-05-18,-0.021321546938747327,-0.021321546938747327,,,
2023-05-19,0.0021990001968585915,0.0021990001968585915,,,
2023-05-20,0.0055914017354296176,0.0055914017354296176,,,
2023-05-21,-0.010530305746053821,-0.010530305746053821,,,
2023-05-22,0.0053433220028620875,0.0053433220028620875,,,
2023-05-23,0.016993768763758518,0.016993768763758518,,,
2023-05-24,-0.030965391871528365,-0.030965391871528365,,,
2023-05-25,0.004335646783014097,0.004335646783014097,,,
2023-05-26,0.010528919311782268,0.010528919311782268,,,
2023-05-27,0.003351938301890172,0.003351938301890172,,,
2023-05-28,0.04406028436418971,0.04406028436418971,,,
2023-05-29,-0.01005621172075986,-0.01005621172075986,,,
2023-05-30,0.0013537249774994557,0.0013537249774994557,,,
2023-05-31,-0.01583166580025945,-0.01583166580025945,,,
2023-06-01,-0.01037316969818563,-0.01037316969818563,,,
2023-06-02,0.019975816933339923,0.019975816933339923,,,
2023-06-03,-0.007015855452193633,-0.007015855452193633,,,
2023-06-04,0.0003077512519770318,0.0003077512519770318,,,
2023-06-05,-0.04661051586758476,-0.04661051586758476,,,
2023-06-06,0.04966243548447613,0.04966243548447613,,,
2023-06-07,-0.030286851991094085,-0.030286851991094085,,,
2023-06-08,0.006710389721736753,0.006710389721736753,,,
2023-06-09,-0.0018201624566461015,-0.0018201624566461015,,,
2023-06-10,-0.036157837787544805,-0.036157837787544805,,,
2023-06-11,0.001983011119230338,0.001983011119230338,,,
2023-06-12,-0.003299506899545502,-0.003299506899545502,,,
2023-06-13,0.0006217412830191879,0.0006217412830191879,,,
2023-06-14,-0.03106301646024366,-0.03106301646024366,,,
2023-06-15,0.018698157679278807,0.018698157679278807,,,
2023-06-16,0.01658119783895114,0.01658119783895114,,,
2023-06-17,0.006315897196087915,0.006315897196087915,,,
2023-06-18,-0.00667527281779899,-0.00667527281779899,-0.006675272817799005,-0.006675272817799005,-0.006588090996852203
2023-06-19,0.019147562233135806,0.019147562233135806,0.01914756223313585,0.01914756223313585,0.01918216010475371
2023-06-20,0.05451955290672953,0.05451955290672953,0.054519552906729496,0.054519552906729496,0.05393596588099836
2023-06-21,0.05955163444274695,0.05955163444274695,0.059551634442746915,0.059551634442746915,0.05817016427214261
2023-06-22,-0.0036328299128003307,-0.0036328299128003307,-0.0036328299128003394,-0.0036328299128003394,-0.004160543200496969
2023-06-23,0.02688734563419278,0.02688734563419278,0.026887345634192705,0.026887345634192705,0.0265366669240934
2023-06-24,-0.005248194305548702,-0.005248194305548702,-0.005248194305548681,-0.005248194305548681,-0.006091981538800084
2023-06-25,-0.0021215563010031253,-0.0021215563010031253,-0.0021215563010030802,-0.0021215563010030802,-0.00277528905728075
2023-06-26,-0.006390018478218179,-0.006390018478218179,-0.006390018478218185,-0.006390018478218185,-0.007043122299265847
2023-06-27,0.014022125975194175,0.014022125975194175,0.014022125975194255,0.014022125975194255,0.013006338325629141
2023-06-28,-0.020037142796554098,-0.020037142796554098,-0.020037142796554108,-0.020037142796554108,-0.020327766347407517
2023-06-29,0.012297442590742818,0.012297442590742818,0.012297442590742724,0.012297442590742724,0.01193904749991348
2023-06-30,0.000810854757745033,0.000810854757745033,0.0008108547577450054,0.0008108547577450054,-0.00039245540188415085
2023-07-01,0.0037376073301365266,0.0037376073301365266,0.0037376073301365054,0.0037376073301365054,0.0026047763788543676
2023-07-02,0.0010177210675320048,0.0010177210675320048,0.0010177210675319515,0.0010177210675319515,-0.0005616876561559403
2023-07-03,0.017608954377131253,0.017608954377131253,0.01760895437713117,0.01760895437713117,0.015516984700306491
2023-07-04,-0.012506785074787365,-0.012506785074787365,-0.012506785074787419,-0.012506785074787419,-0.013791651467685684
2023-07-05,-0.008505432380292397,-0.008505432380292397,-0.008505432380292444,-0.008505432380292444,-0.00907127594058399
2023-07-06,-0.0199751836353746,-0.0199751836353746,-0.01997518363537465,-0.01997518363537465,-0.02087164774258443
2023-07-07,0.0150270428042709,0.0150270428042709,0.015027042804270918,0.015027042804270918,0.013249661184636663
2023-07-08,-0.001979455268729561,-0.001979455268729561,-0.0019794552687295575,-0.0019794552687295575,-0.0027291149973264206
2023-07-09,-0.004091570522337316,-0.004091570522337316,-0.004091570522337329,-0.004091570522337329,-0.004757604635068802
2023-07-10,0.008316886322808845,0.008316886322808845,0.008316886322808914,0.008316886322808914,0.00734329070561901
2023-07-11,0.006922230517372956,0.006922230517372956,0.0069222305173730625,0.0069222305173730625,0.006194344038446431
2023-07-12,-0.007905525201140571,-0.007905525201140571,-0.007905525201140517,-0.007905525201140517,-0.00869320927594519
2023-07-13,0.035357407642174175,0.035357407642174175,0.0353574076421741,0.0353574076421741,0.03420978494251625
2023-07-14,-0.005969396989767208,-0.005969396989767208,-0.007926831982664195,-0.007926831982664195,-0.008509533949291215
2023-07-15,0.014439673599957873,0.014439673599957873,0.0142563491987715,0.0142563491987715,0.014075422796778536
2023-07-16,-0.0016780005196059013,-0.0016780005196059013,-0.0018174169931995943,-0.0018174169931995943,-0.0019690033264182505
2023-07-17,-0.012860095550690167,-0.012860095550690167,-0.01300815913293163,-0.01300815913293163,-0.013156207908814777
2023-07-18,-0.028134013884389165,-0.028134013884389165,-0.028318626391893198,-0.028318626391893198,-0.02846438053960132
2023-07-19,0.015912997582588583,0.015912997582588583,0.015771439183204228,0.015771439183204228,0.015694692378824815
2023-07-20,-0.019499580074089203,-0.019499580074089203,-0.01961719765976211,-0.01961719765976211,-0.0197090896321922
2023-07-21,0.00407077760324928,0.00407077760324928,0.003974083962039021,0.003974083962039021,0.00388626104619183
2023-07-22,-0.021016920451004326,-0.021016920451004326,-0.021158752594086172,-0.021158752594086172,-0.021199006187848757
2023-07-23,0.009756520330302472,0.009756520330302472,0.00961753049811076,0.00961753049811076,0.009687368892518755
2023-07-24,-0.04314820540369288,-0.04314820540369288,-0.043260623196133885,-0.043260623196133885,-0.043266454663319354
2023-07-25,-0.001241340742623327,-0.001241340742623327,-0.0013570018481493529,-0.0013570018481493529,-0.0013256889003990802
2023-07-26,0.042930033207636484,0.042930033207636484,0.04281507138982521,0.04281507138982521,0.04287192555546682
2023-07-27,-0.003591078777556039,-0.003591078777556039,-0.003737627952898448,-0.003737627952898448,-0.0037174345557886568
2023-07-28,-0.0040145251634980126,-0.0040145251634980126,-0.004163915514956984,-0.004163915514956984,-0.004180144206967551
2023-07-29,0.007711879909036062,0.007711879909036062,0.0075607306847629285,0.0075607306847629285,0.007566171162857405
2023-07-30,-0.01949894321832935,-0.01949894321832935,-0.019647550108654377,-0.019647550108654377,-0.019608086135492253
2023-07-31,-0.01155563483139249,-0.01155563483139249,-0.011703894072958576,-0.011703894072958576,-0.011677694937033412
2023-08-01,0.014845556902487074,0.014845556902487074,0.01469400487439576,0.01469400487439576,0.014684958219146615
2023-08-02,-0.027463125609323187,-0.027463125609323187,-0.027568569396869136,-0.027568569396869136,-0.027655813425529696
2023-08-03,-0.010668422758181792,-0.010668422758181792,-0.010581800178844691,-0.010581800178844691,-0.010591656077473699
2023-08-04,-0.0032283339795925563,-0.0032283339795925563,-0.003228333979592546,-0.003228333979592546,-0.003041234155579775
2023-08-05,-0.001437796743077799,-0.001437796743077799,-0.0014377967430777572,-0.0014377967430777572,-0.0012280728780569294
2023-08-06,0.0005603304608225731,0.0005603304608225731,0.0005603304608226001,0.0005603304608226001,0.0007682934785169238
2023-08-07,-0.00011608256064985206,-0.00011608256064985206,5.391034994906008e-05,5.391034994906008e-05,7.332676322868714e-05
2023-08-08,0.03336338302941905,0.03336338302941905,0.03349471196897391,0.03349471196897391,0.033566399986589834
2023-08-09,0.00013833679008939254,0.00013833679008939254,0.00012329216660500464,0.00012329216660500464,0.0002192904704012566
2023-08-10,0.0027883365752821554,0.0027883365752821554,0.0026634304163732914,0.0026634304163732914,0.0027384889200889884
2023-08-11,-0.0005044855417367006,-0.0005044855417367006,-0.0006291665853381812,-0.0006291665853381812,-0.0005920533967620489
2023-08-12,0.0059598665941065455,0.0059598665941065455,0.005831176996644816,0.005831176996644816,0.005861924117515072
2023-08-13,-0.015795403797666554,-0.015795403797666554,-0.015813971502165125,-0.015813971502165125,-0.015779105439109542
2023-08-14,0.021772284073515644,0.021772284073515644,0.02188333839815959,0.02188333839815959,0.021888969731393093
2023-08-15,-0.029340251138813597,-0.029340251138813597,-0.02929462249955883,-0.02929462249955883,-0.029262095565630197
2023-08-16,-0.030633354579956144,-0.030633354579956144,-0.030413529226297698,-0.030413529226297698,-0.030462433953447388
2023-08-17,-0.06208637798772951,-0.06208637798772951,-0.06182691106332183,-0.06182691106332183,-0.06182394218303289
2023-08-18,-0.01808067242308191,-0.01808067242308191,-0.01756247873942196,-0.01756247873942196,-0.01707036868385514
2023-08-19,0.0007884946372415554,0.0007884946372415554,0.0007884946372416213,0.0007884946372416213,0.0012017396515606737
2023-08-20,0.002147278190401718,0.002147278190401718,0.0021472781904017246,0.0021472781904017246,0.00253956596179461
2023-08-21,-0.0013494478532738198,-0.0013494478532738198,-0.001349447853273844,-0.001349447853273844,-0.0011495848241036555
2023-08-22,-0.0014766244465072762,-0.0014766244465072762,-0.001476624446507313,-0.001476624446507313,-0.0013352137150409726
2023-08-23,0.00786503164963188,0.00786503164963188,0.007865031649631815,0.007865031649631815,0.008032804681113781
2023-08-24,-0.005199976339464255,-0.005199976339464255,-0.0051999763394642295,-0.0051999763394642295,-0.005220768793611552
2023-08-25,-0.00249427915814635,-0.00249427915814635,-0.002494279158146373,-0.002494279158146373,-0.0022110875642763483
2023-08-26,-0.000825982316002463,-0.000825982316002463,-0.0008259823160025048,-0.0008259823160025048,-0.000630418827547885
2023-08-27,0.0015816696932082408,0.0015816696932082408,0.0015816696932082763,0.0015816696932082763,0.0017851839679685622
2023-08-28,0.00034052848781203793,0.00034052848781203793,0.0003405284878119641,0.0003405284878119641,0.000584959464888124
2023-08-29,0.029798126746490107,0.029798126746490107,0.029798126746490183,0.029798126746490183,0.029965257763777675
2023-08-30,-0.030025043935334686,-0.030025043935334686,-0.029892442446979417,-0.029892442446979417,-0.02972212403412766
2023-08-31,-0.02717346355297183,-0.02717346355297183,-0.02717346355297179,-0.02717346355297179,-0.027049435381628406
2023-09-01,-0.0024211256546388137,-0.0024211256546388137,-0.0024211256546388116,-0.0024211256546388116,-0.002251664163674616
2023-09-02,0.0011353841060940016,0.0011353841060940016,0.0011353841060939285,0.0011353841060939285,0.0012941236406942558
2023-09-03,0.0017868576848517942,0.0017868576848517942,0.0017868576848518725,0.0017868576848518725,0.0018267362949895283
2023-09-04,-0.002540982859273489,-0.002540982859273489,-0.0025409828592735106,-0.0025409828592735106,-0.0024529968581962214
2023-09-05,-0.0005969742171086857,-0.0005969742171086857,-0.0005969742171086923,-0.0005969742171086923,-0.0005728031858706073
2023-09-06,-0.000566567276820545,-0.000566567276820545,-0.0005665672768205843,-0.0005665672768205843,-0.0006138195166214278
2023-09-07,0.009863804313776777,0.009863804313776777,0.00986380431377687,0.00986380431377687,0.009775914673145314
2023-09-08,-0.007646008348246659,-0.007646008348246659,-0.007646008348246691,-0.007646008348246691,-0.007809588583366001
2023-09-09,-0.0001990776015855233,-0.0001990776015855233,-0.0001990776015855511,-0.0001990776015855511,-0.0003731003491938001
2023-09-10,-0.001344067014936261,-0.001344067014936261,-0.0013440670149362788,-0.0013440670149362788,-0.0010172608302728703
2023-09-11,-0.015247695136486113,-0.015247695136486113,-0.015247695136486161,-0.015247695136486161,-0.014935405203765129
2023-09-12,0.01189887437646764,0.01189887437646764,0.011898874376467639,0.011898874376467639,0.012387192511196687
2023-09-13,0.00728334597715848,0.00728334597715848,0.007283345977158406,0.007283345977158406,0.0075867986500675055
2023-09-14,0.005671235008901928,0.005671235008901928,0.005671235008901876,0.005671235008901876,0.005570276813639419
2023-09-15,0.0016027352794877232,0.0016027352794877232,0.0016027352794876215,0.0016027352794876215,0.0015313983589437807
2023-09-16,-0.0017353347139598485,-0.0017353347139598485,-0.001735334713959813,-0.001735334713959813,-0.0016559840070758947
2023-09-17,-0.0012108583450844384,-0.0012108583450844384,-0.0012108583450843868,-0.0012108583450843868,-0.0007141182940758606
2023-09-18,0.005219047793513434,0.005219047793513434,0.005219047793513454,0.005219047793513454,0.005358483237293932
2023-09-19,0.010223877627845431,0.010223877627845431,0.010223877627845379,0.010223877627845379,0.009977112402328459
2023-09-20,-0.003327830470646948,-0.003327830470646948,-0.0033278304706469974,-0.0033278304706469974,-0.003728763389535761
2023-09-21,-0.020531611666086188,-0.020531611666086188,-0.02053161166608619,-0.02053161166608619,-0.020825702951658864
2023-09-22,0.00045392814510177666,0.00045392814510177666,0.00045392814510170076,0.00045392814510170076,0.00015382199735669566
2023-09-23,-0.00015726026078619935,-0.00015726026078619935,-0.00015726026078621835,-0.00015726026078621835,-0.00045718307035547134
2023-09-24,-0.012326176750023322,-0.012326176750023322,-0.012326176750023343,-0.012326176750023343,-0.012622449249921064
2023-09-25,0.0011215116472508488,0.0011215116472508488,0.001121511647250939,0.001121511647250939,0.0009477611527666241
2023-09-26,-0.0019340786141177637,-0.0019340786141177637,-0.0019340786141177624,-0.0019340786141177624,-0.002053352217633031
2023-09-27,0.0035313052247335796,0.0035313052247335796,0.0035313052247336607,0.0035313052247336607,0.003512035910934408
2023-09-28,0.012792056579125183,0.012792056579125183,0.012792056579125077,0.012792056579125077,0.012727354408497815
2023-09-29,-0.004473728124589715,-0.004473728124589715,-0.004473728124589682,-0.004473728124589682,-0.0047723561233675715
2023-09-30,0.0020663797266508755,0.0020663797266508755,0.002066379726650913,0.002066379726650913,0.0017657898918326254
2023-10-01,0.03820148895121174,0.03820148895121174,0.03820148895121167,0.03820148895121167,0.03789005966829606
2023-10-02,-0.01986968563824691,-0.01986968563824691,-0.0198176872933703,-0.0198176872933703,-0.019932261805202134
2023-10-03,0.003683318678909608,0.003683318678909608,0.0040531341956124844,0.0040531341956124844,0.003905621791407965
2023-10-04,-0.003538460888382184,-0.003538460888382184,-0.0029952544388953672,-0.0029952544388953672,-0.0031028091997910012
2023-10-05,-0.015922337542503703,-0.015922337542503703,-0.015248757190344908,-0.015248757190344908,-0.015386628734445407
2023-10-06,0.025136988124229258,0.025136988124229258,0.025484205204472588,0.025484205204472588,0.025330407633724183
2023-10-07,-0.00189151053931766,-0.00189151053931766,-0.0013856310148027129,-0.0013856310148027129,-0.0015302235386750462
2023-10-08,-0.0024253346044515317,-0.0024253346044515317,-0.0021154556890758958,-0.0021154556890758958,-0.0022421190487197373
2023-10-09,-0.02997252087450827,-0.02997252087450827,-0.02946882693157138,-0.02946882693157138,-0.029530293550996345
2023-10-10,-0.0033982413180261625,-0.0033982413180261625,-0.003036431109442961,-0.003036431109442961,-0.0030003464338882457
2023-10-11,-0.011655317707331298,-0.011655317707331298,-0.011487766884001993,-0.011487766884001993,-0.011636027919168845
2023-10-12,-0.01873942137193107,-0.01873942137193107,-0.01855451765164884,-0.01855451765164884,-0.01870307847210151
2023-10-13,0.01507066317571418,0.01507066317571418,0.015306325673007493,0.015306325673007493,0.015154049130842173
2023-10-14,0.0034858014575816065,0.0034858014575816065,0.003630063433951891,0.003630063433951891,0.0034795336731077153
2023-10-15,0.0040262627116762215,0.0040262627116762215,0.003955972348582026,0.003955972348582026,0.003805382977258631
2023-10-16,0.0708516529392934,0.0708516529392934,0.0709713606836131,0.0709713606836131,0.07078320154249451
2023-10-17,-0.0022573106081199964,-0.0022573106081199964,-0.002311008272514292,-0.002311008272514292,-0.002460656814344042
2023-10-18,-0.01199271566779473,-0.01199271566779473,-0.01215146600603878,-0.01215146600603878,-0.012276464666857945
2023-10-19,0.03918849619971801,0.03918849619971801,0.039027897322413185,0.039027897322413185,0.03894214566895404
2023-10-20,0.05875335970315036,0.05875335970315036,0.05899922072120534,0.05899922072120534,0.058777701846253194
2023-10-21,0.04641776578037277,0.04641776578037277,0.046575431280936996,0.046575431280936996,0.046347635602743686
2023-10-22,-0.0032225440837236664,-0.0032225440837236664,-0.0032454042205248834,-0.0032454042205248834,-0.0034556295197094578
2023-10-23,0.10001417751545832,0.10001417751545832,0.0998539294227927,0.0998539294227927,0.09918729852418995
2023-10-24,-0.013926363382116546,-0.013926363382116546,-0.014474212692589083,-0.014474212692589083,-0.015425828060995794
2023-10-25,0.04607053089792301,0.04607053089792301,0.0458481989932209,0.0458481989932209,0.04539582598406877
2023-10-26,9.45822505789215e-05,9.45822505789215e-05,-0.00034100311160534247,-0.00034100311160534247,-0.0008281390391329246
2023-10-27,-0.019669450275606792,-0.019669450275606792,-0.020202189404758597,-0.020202189404758597,-0.020574709849827344
2023-10-28,0.0012121760679659527,0.0012121760679659527,0.0008912914488268253,0.0008912914488268253,0.000401611392473189
2023-10-29,0.02549628187578387,0.02549628187578387,0.02606901172951659,0.02606901172951659,0.02566133386000846
2023-10-30,0.031394346981614384,0.031394346981614384,0.031159880306627086,0.031159880306627086,0.030699628615887598
2023-10-31,0.051907085814263294,0.051907085814263294,0.05173979294549569,0.05173979294549569,0.05116268652623668
2023-11-01,0.047089984990331867,0.047089984990331867,0.047100207087944046,0.047100207087944046,0.046519081297347054
2023-11-02,-0.01795191453770823,-0.01795191453770823,-0.018253898112753797,-0.018253898112753797,-0.018587236824335274
2023-11-03,-0.012911197280375371,-0.012911197280375371,-0.013418503797869685,-0.013418503797869685,-0.013809208515394245
2023-11-04,0.042488795720003324,0.042488795720003324,0.041431562186900806,0.041431562186900806,0.041136876977367454
2023-11-05,-0.015570716795863826,-0.015570716795863826,-0.01637376728118134,-0.01637376728118134,-0.01697805436072597
2023-11-06,0.012760722659130402,0.012760722659130402,0.012194441335520612,0.012194441335520612,0.011808571670615775
2023-11-07,0.014168530865738809,0.014168530865738809,0.013453691519428546,0.013453691519428546,0.01321034298451429
2023-11-08,0.0055158929570836065,0.0055158929570836065,0.0044381216289632874,0.0044381216289632874,0.00366104567793335
